time,ship_lat,ship_lon,ship_radiation,interpolated_ssi
2017-11-15 00:00:00,21.987637,-119.88725,198.74,99.57891807485625
2017-11-15 00:01:00,21.990662,-119.8869,197.73,97.12755592087214
2017-11-15 00:02:00,21.993734,-119.88658,201.13,94.6761380943027
2017-11-15 00:03:00,21.996801,-119.886246,187.89,92.22453980210292
2017-11-15 00:04:00,21.999834,-119.88591,187.77,89.77332153864029
2017-11-15 00:05:00,22.00287,-119.885544,178.81,87.32154936261472
2017-11-15 00:06:00,22.005896,-119.88518,176.67,84.86993359278269
2017-11-15 00:07:00,22.008898,-119.884796,177.05,82.41826553218533
2017-11-15 00:08:00,22.011902,-119.88446,173.27,79.96740082810888
2017-11-15 00:09:00,22.014948,-119.884155,169.1,77.51655865454353
2017-11-15 00:10:00,22.017992,-119.88382,168.1,75.06522352693003
2017-11-15 00:11:00,22.020979,-119.883514,160.03,72.61508341925777
2017-11-15 00:12:00,22.024035,-119.88316,163.05,70.2661497406242
2017-11-15 00:13:00,22.027077,-119.88277,161.66,70.62766989916389
2017-11-15 00:14:00,22.03009,-119.882385,159.52,70.98904241266777
2017-11-15 00:15:00,22.033113,-119.88202,140.73,71.35043614199085
2017-11-15 00:16:00,22.036167,-119.8817,148.68,71.71191887885688
2017-11-15 00:17:00,22.039213,-119.88139,147.92,72.07334910182684
2017-11-15 00:18:00,22.04222,-119.88109,142.12,72.43457628967195
2017-11-15 00:19:00,22.045288,-119.88074,137.33,72.79616801299098
2017-11-15 00:20:00,22.04837,-119.880325,135.18,73.15791656674101
2017-11-15 00:21:00,22.051422,-119.87993,129.76,73.51949211536973
2017-11-15 00:22:00,22.05448,-119.87959,132.53,73.88102161374577
2017-11-15 00:23:00,22.057573,-119.87927,126.73,74.24269371602861
2017-11-15 00:24:00,22.060633,-119.87894,126.1,74.60421925574364
2017-11-15 00:25:00,22.0637,-119.8786,121.69,70.26805579037678
2017-11-15 00:26:00,22.066725,-119.878235,126.61,93.5264047903621
2017-11-15 00:27:00,22.069832,-119.87787,108.45,105.10977499805364
2017-11-15 00:28:00,22.072845,-119.87752,105.17,105.07685257066967
2017-11-15 00:29:00,22.075878,-119.87717,119.55,105.04397183608148
2017-11-15 00:30:00,22.078913,-119.876816,105.93,105.01110328119135
2017-11-15 00:31:00,22.08195,-119.87645,97.73,104.9782629268361
2017-11-15 00:32:00,22.084993,-119.87613,98.11,104.94534296050752
2017-11-15 00:33:00,22.08804,-119.87579,106.43,104.91247138483033
2017-11-15 00:34:00,22.091085,-119.87544,90.42,104.87961566591963
2017-11-15 00:35:00,22.094137,-119.87511,93.69,104.84673448739522
