time,ship_lat,ship_lon,ship_radiation,interpolated_ssi
2017-10-22 00:00:00,12.122886,-124.99992,358.64,322.5444149101711
2017-10-22 00:01:00,12.120326,-124.99991,334.3,319.1357999361837
2017-10-22 00:02:00,12.117704,-124.99994,322.45,315.7286151439301
2017-10-22 00:03:00,12.115052,-125.000015,349.94,312.32256651426076
2017-10-22 00:04:00,12.112496,-125.000046,338.59,308.91461402773126
2017-10-22 00:05:00,12.109866,-125.000046,356.49,305.50700482953465
2017-10-22 00:06:00,12.107304,-125.000015,112.11,302.09804995250147
2017-10-22 00:07:00,12.104751,-124.999985,331.02,298.689005346887
2017-10-22 00:08:00,12.102209,-124.999954,312.74,295.2798125871538
2017-10-22 00:09:00,12.099591,-124.999954,302.27,291.8720606593372
2017-10-22 00:10:00,12.097073,-125.0,297.23,288.46391597518937
2017-10-22 00:11:00,12.094495,-125.000046,303.28,285.05648493914134
2017-10-22 00:12:00,12.091891,-125.00006,295.96,281.6488089543123
2017-10-22 00:13:00,12.089321,-125.00003,303.03,278.2399665489928
2017-10-22 00:14:00,12.086776,-125.0,290.16,274.83082679029866
2017-10-22 00:15:00,12.084222,-124.99997,278.31,271.4217940788194
2017-10-22 00:16:00,12.081667,-124.99997,290.16,268.0132928204981
2017-10-22 00:17:00,12.079179,-124.999985,271.12,264.60425443464317
2017-10-22 00:18:00,12.076632,-125.000015,289.03,261.19617758226485
2017-10-22 00:19:00,12.074113,-125.000046,263.18,257.7877850127405
2017-10-22 00:20:00,12.071605,-125.00003,293.44,254.37844763192876
2017-10-22 00:21:00,12.069063,-125.0,269.61,250.96927219082957
2017-10-22 00:22:00,12.066584,-124.999954,255.36,247.55907032107993
2017-10-22 00:23:00,12.064025,-124.99992,269.99,244.15002780573934
2017-10-22 00:24:00,12.061491,-124.999954,218.54,240.74186560414225
2017-10-22 00:25:00,12.059001,-125.0,259.52,237.33338788421443
2017-10-22 00:26:00,12.056449,-125.000046,253.72,233.92564760065653
2017-10-22 00:27:00,12.053911,-125.000046,239.47,230.51694414204027
2017-10-22 00:28:00,12.051355,-125.00003,249.43,227.1081776797083
2017-10-22 00:29:00,12.048778,-124.999985,237.83,223.69915875382242
2017-10-22 00:30:00,12.046274,-124.999954,238.59,220.2895140169594
2017-10-22 00:31:00,12.043766,-124.99992,247.41,216.87986490073382
2017-10-22 00:32:00,12.041243,-124.99997,240.23,213.47184896179743
2017-10-22 00:33:00,12.038774,-124.999985,237.83,210.06258458737756
2017-10-22 00:34:00,12.036243,-125.000015,243.76,206.49419718541156
2017-10-22 00:35:00,12.033654,-125.000046,224.97,201.07510290338854
2017-10-22 00:36:00,12.031144,-125.000046,248.68,195.65495718225566
2017-10-22 00:37:00,12.028619,-124.999985,259.02,190.23476987478796
2017-10-22 00:38:00,12.026086,-124.99994,223.2,184.81473542488806
2017-10-22 00:39:00,12.023509,-124.99992,210.97,179.39531448019022
2017-10-22 00:40:00,12.020978,-124.999954,206.56,173.97554115792894
