time,ship_lat,ship_lon,ship_radiation,interpolated_ssi
2017-10-30 00:00:00,9.371016,-124.74986,104.41,326.840377583017
2017-10-30 00:01:00,9.368317,-124.74991,100.63,324.45519109577253
2017-10-30 00:02:00,9.365586,-124.750015,93.19,322.0715605550031
2017-10-30 00:03:00,9.362826,-124.75011,82.47,319.6880868500999
2017-10-30 00:04:00,9.360122,-124.75011,73.9,317.30191641621525
2017-10-30 00:05:00,9.357411,-124.750046,64.94,314.91449410831365
2017-10-30 00:06:00,9.354659,-124.74992,58.26,312.52629121217734
2017-10-30 00:07:00,9.351958,-124.74988,50.95,310.139245214682
2017-10-30 00:08:00,9.349201,-124.74989,44.26,307.7539535615712
2017-10-30 00:09:00,9.346504,-124.74997,44.26,305.3693700717822
2017-10-30 00:10:00,9.343774,-124.75006,50.19,302.9854127733426
2017-10-30 00:11:00,9.341023,-124.75009,59.39,300.6004641810031
2017-10-30 00:12:00,9.338364,-124.75006,66.58,298.21309716451566
2017-10-30 00:13:00,9.335659,-124.749954,72.26,295.82471952083006
2017-10-30 00:14:00,9.332936,-124.74989,77.05,293.43744876658315
2017-10-30 00:15:00,9.33024,-124.74991,81.59,291.0515961345274
2017-10-30 00:16:00,9.327553,-124.749985,84.99,288.6667816406262
2017-10-30 00:17:00,9.324801,-124.75003,86.76,286.2821598059569
2017-10-30 00:18:00,9.322099,-124.75006,90.79,283.89659236952764
2017-10-30 00:19:00,9.319406,-124.75003,97.1,281.50965475506155
2017-10-30 00:20:00,9.31665,-124.74997,103.78,279.1228845408853
2017-10-30 00:21:00,9.313952,-124.74994,105.42,276.7360100737752
2017-10-30 00:22:00,9.311224,-124.749954,105.93,274.35043593351895
2017-10-30 00:23:00,9.308477,-124.75,105.3,271.96577189337347
2017-10-30 00:24:00,9.305786,-124.75003,103.28,269.5800655327605
2017-10-30 00:25:00,9.303086,-124.750015,100.88,267.19353045279223
2017-10-30 00:26:00,9.300399,-124.749985,98.61,264.80651706149877
2017-10-30 00:27:00,9.297712,-124.749954,96.97,262.4194827283257
2017-10-30 00:28:00,9.29503,-124.74994,96.6,260.032741259755
2017-10-30 00:29:00,9.292342,-124.74997,96.47,257.6469970107287
2017-10-30 00:30:00,9.289644,-124.75,95.59,255.26137905641434
2017-10-30 00:31:00,9.286949,-124.75003,94.83,252.87572321368629
2017-10-30 00:32:00,9.284242,-124.750015,93.82,250.48927654001656
2017-10-30 00:33:00,9.281548,-124.75,92.94,248.10266568322064
2017-10-30 00:34:00,9.278892,-124.749954,92.06,245.71492570824074
2017-10-30 00:35:00,9.276241,-124.749954,90.54,243.32808591238108
2017-10-30 00:36:00,9.273554,-124.749985,89.03,240.9423499757632
2017-10-30 00:37:00,9.270891,-124.750015,87.01,235.56520633867777
2017-10-30 00:38:00,9.268248,-124.75003,85.62,230.08570957921506
2017-10-30 00:39:00,9.265571,-124.75003,85.25,224.6059225646108
2017-10-30 00:40:00,9.262881,-124.749985,83.73,219.1252022933434
2017-10-30 00:41:00,9.26019,-124.749954,82.47,213.64477591054387
2017-10-30 00:42:00,9.257513,-124.74992,80.58,208.1642768720221
2017-10-30 00:43:00,9.254845,-124.749954,78.94,202.6851955619966
2017-10-30 00:44:00,9.25217,-124.75,77.43,197.2063704695713
2017-10-30 00:45:00,9.24951,-124.75003,76.8,191.7271997748361
2017-10-30 00:46:00,9.246807,-124.75003,75.41,186.247431016099
2017-10-30 00:47:00,9.244141,-124.749985,74.4,180.7666938932619
2017-10-30 00:48:00,9.241423,-124.749954,72.76,175.28628646847832
2017-10-30 00:49:00,9.23871,-124.74994,72.13,169.80623154490942
2017-10-30 00:50:00,9.236015,-124.75,70.37,164.32771368177805
2017-10-30 00:51:00,9.2333,-124.75003,69.36,158.8485816052234
2017-10-30 00:52:00,9.230594,-124.750046,68.22,153.36915002301134
2017-10-30 00:53:00,9.227875,-124.750015,67.21,147.88874330037646
2017-10-30 00:54:00,9.225176,-124.74997,65.57,142.40802934844777
2017-10-30 00:55:00,9.222447,-124.74994,64.56,136.92765058917976
2017-10-30 00:56:00,9.219692,-124.749954,63.56,131.44821152849616
2017-10-30 00:57:00,9.216991,-124.74997,62.04,127.76781928720467
2017-10-30 00:58:00,9.214253,-124.750015,60.66,125.32534576817913
2017-10-30 00:59:00,9.21148,-124.75003,60.03,122.88259051492335
2017-10-30 01:00:00,9.208752,-124.750015,58.89,120.43926089044446
2017-10-30 01:01:00,9.205965,-124.749985,58.01,120.93466922758697
2017-10-30 01:02:00,9.203195,-124.74994,56.75,121.42981049791122
2017-10-30 01:03:00,9.200432,-124.749954,55.74,121.92573202956412
2017-10-30 01:04:00,9.197656,-124.749985,54.73,122.42193331371317
2017-10-30 01:05:00,9.19492,-124.750015,53.47,122.91797462060198
2017-10-30 01:06:00,9.192113,-124.75003,52.33,123.41407076136477
2017-10-30 01:07:00,9.189339,-124.750015,51.32,123.90963642645346
2017-10-30 01:08:00,9.18655,-124.74997,50.19,124.40484719806359
2017-10-30 01:09:00,9.183763,-124.749954,49.18,124.90044675789972
2017-10-30 01:10:00,9.180978,-124.74994,47.79,125.39606631933859
2017-10-30 01:11:00,9.178189,-124.74997,46.91,125.89230149823544
2017-10-30 01:12:00,9.175411,-124.750015,45.27,126.38870132100294
2017-10-30 01:13:00,9.172662,-124.75003,44.26,126.88458529994558
2017-10-30 01:14:00,9.169874,-124.750046,42.75,127.38062559818644
2017-10-30 01:15:00,9.167132,-124.75,42.12,127.87565078679926
2017-10-30 01:16:00,9.164346,-124.749954,40.98,128.37083692575834
2017-10-30 01:17:00,9.161539,-124.74992,40.1,128.86626378709406
2017-10-30 01:18:00,9.158755,-124.749954,38.84,129.362535311234
2017-10-30 01:19:00,9.155973,-124.749985,37.58,129.85875854315756
2017-10-30 01:20:00,9.153193,-124.75003,36.44,130.35516568184988
2017-10-30 01:21:00,9.150415,-124.750046,35.44,130.85116940046657
2017-10-30 01:22:00,9.147623,-124.750015,34.43,131.3465823686576
2017-10-30 01:23:00,9.144837,-124.749954,33.54,131.8415636261593
2017-10-30 01:24:00,9.142029,-124.74994,32.41,132.33726732073376
2017-10-30 01:25:00,9.139248,-124.749954,32.03,132.8332546957101
2017-10-30 01:26:00,9.136397,-124.749985,31.02,133.3297303270404
2017-10-30 01:27:00,9.133598,-124.750015,30.64,133.82600208556147
2017-10-30 01:28:00,9.130786,-124.750015,29.89,134.32191163467917
2017-10-30 01:29:00,9.127925,-124.75,29.13,134.81779554249786
2017-10-30 01:30:00,9.125104,-124.749985,28.25,135.3135331318199
2017-10-30 01:31:00,9.12231,-124.74994,27.49,135.80876219324213
2017-10-30 01:32:00,9.119501,-124.74997,26.73,136.30507053138737
2017-10-30 01:33:00,9.116712,-124.749985,25.85,136.80110082882666
2017-10-30 01:34:00,9.113949,-124.75003,24.97,137.2974457821579
2017-10-30 01:35:00,9.111168,-124.75003,23.96,137.7932419344407
2017-10-30 01:36:00,9.108404,-124.75,22.95,138.28856613844783
2017-10-30 01:37:00,9.105674,-124.749954,22.19,138.78354743151164
2017-10-30 01:38:00,9.102899,-124.74992,21.19,139.27885723805
2017-10-30 01:39:00,9.100119,-124.74997,20.05,139.77533267056145
2017-10-30 01:40:00,9.097342,-124.75,19.04,140.27152395390914
2017-10-30 01:41:00,9.094597,-124.750046,18.16,140.76781672268066
2017-10-30 01:42:00,9.091814,-124.750046,17.53,141.26362019088828
2017-10-30 01:43:00,9.089072,-124.75003,16.39,141.75905514241566
2017-10-30 01:44:00,9.086309,-124.749985,15.26,142.254170807003
2017-10-30 01:45:00,9.083583,-124.74997,14.5,142.74956088989566
2017-10-30 01:46:00,9.080819,-124.74997,13.62,143.24529485681737
2017-10-30 01:47:00,9.078073,-124.750015,12.74,143.74157762478754
2017-10-30 01:48:00,9.075327,-124.75003,12.11,144.23745062984295
2017-10-30 01:49:00,9.072588,-124.750046,11.1,144.27645769455594
2017-10-30 01:50:00,9.06984,-124.75003,10.47,143.78800139227087
2017-10-30 01:51:00,9.067096,-124.75,9.84,143.2997338929188
2017-10-30 01:52:00,9.064372,-124.74997,8.83,142.81113440823248
2017-10-30 01:53:00,9.061628,-124.74997,8.45,142.32232005173765
2017-10-30 01:54:00,9.058843,-124.74997,7.94,141.83418626517795
2017-10-30 01:55:00,9.056111,-124.750015,7.44,141.3443524317683
2017-10-30 01:56:00,9.053376,-124.75003,7.44,140.8551152533018
2017-10-30 01:57:00,9.050642,-124.75003,7.44,140.36613490413984
2017-10-30 01:58:00,9.047886,-124.75,7.06,139.87806659598832
2017-10-30 01:59:00,9.045135,-124.74997,6.81,139.3899152915032
2017-10-30 02:00:00,9.042376,-124.74994,6.81,138.90189678115206
2017-10-30 02:01:00,9.03962,-124.74997,6.81,138.41273475871472
2017-10-30 02:02:00,9.036882,-124.75003,6.68,137.92272709233407
2017-10-30 02:03:00,9.034147,-124.75003,6.56,137.4337633424388
2017-10-30 02:04:00,9.031428,-124.75,6.43,136.945080861419
2017-10-30 02:05:00,9.028663,-124.749985,6.43,136.4568885180966
2017-10-30 02:06:00,9.025964,-124.749954,6.18,135.96789228031392
2017-10-30 02:07:00,9.023195,-124.74997,6.05,135.47920124834397
2017-10-30 02:08:00,9.020445,-124.75,6.05,134.9899396303066
2017-10-30 02:09:00,9.017703,-124.75003,6.18,134.50054521813558
2017-10-30 02:10:00,9.01495,-124.750015,6.18,134.01215368361238
2017-10-30 02:11:00,9.012206,-124.75,6.05,133.52361275568907
2017-10-30 02:12:00,9.009452,-124.74997,6.05,133.0355112490041
2017-10-30 02:13:00,9.006681,-124.74997,6.18,132.54714507271046
2017-10-30 02:14:00,9.00393,-124.74997,6.56,132.05844691108257
2017-10-30 02:15:00,9.001155,-124.749985,6.18,131.56987370328454
2017-10-30 02:16:00,8.998411,-124.750015,6.18,131.08051248964665
2017-10-30 02:17:00,8.995658,-124.750015,6.18,131.04407906803664
2017-10-30 02:18:00,8.992934,-124.750015,6.18,131.15040392811147
2017-10-30 02:19:00,8.990203,-124.749985,6.18,131.25639732736693
2017-10-30 02:20:00,8.987453,-124.74992,6.18,131.3620507051021
2017-10-30 02:21:00,8.984724,-124.74997,6.18,131.46899981951964
