time,ship_lat,ship_lon,ship_radiation,interpolated_ssi
2017-11-16 00:00:00,25.844074,-119.504105,157.76,111.9409117838936
2017-11-16 00:01:00,25.847061,-119.50395,156.75,111.92858792665558
2017-11-16 00:02:00,25.850012,-119.50377,160.28,111.91628411685501
2017-11-16 00:03:00,25.853012,-119.50354,148.68,111.90415558598986
2017-11-16 00:04:00,25.85594,-119.50333,151.45,111.89189840103174
2017-11-16 00:05:00,25.85889,-119.50316,148.55,111.87956936701212
2017-11-16 00:06:00,25.861837,-119.50302,141.36,111.86716466033538
2017-11-16 00:07:00,25.864813,-119.50285,147.79,111.85486467413047
2017-11-16 00:08:00,25.867744,-119.502655,144.39,110.30648774235445
2017-11-16 00:09:00,25.87065,-119.502426,139.22,106.62235025848406
2017-11-16 00:10:00,25.87362,-119.50223,136.57,102.93767527030195
2017-11-16 00:11:00,25.876554,-119.502045,126.36,99.25347603960249
2017-11-16 00:12:00,25.879494,-119.50192,125.6,95.56956022547487
2017-11-16 00:13:00,25.882442,-119.501785,131.27,91.88549436716568
2017-11-16 00:14:00,25.885418,-119.50159,133.42,88.20075670618094
2017-11-16 00:15:00,25.88838,-119.50137,116.77,84.8501060871227
2017-11-16 00:16:00,25.891294,-119.50113,120.3,114.35799213333364
2017-11-16 00:17:00,25.89423,-119.5009,120.81,113.57386022306834
2017-11-16 00:18:00,25.897196,-119.50076,118.28,113.53769860448041
2017-11-16 00:19:00,25.900146,-119.500656,116.27,113.50142668757809
2017-11-16 00:20:00,25.903093,-119.5005,107.19,113.46525840988959
2017-11-16 00:21:00,25.906088,-119.50029,105.17,113.42930675841258
2017-11-16 00:22:00,25.909035,-119.50003,100.25,113.39335855383665
2017-11-16 00:23:00,25.912052,-119.49979,104.79,113.35751729883324
2017-11-16 00:24:00,25.915009,-119.49962,95.33,113.32139997084644
2017-11-16 00:25:00,25.91803,-119.49951,101.77,113.28529215424237
2017-11-16 00:26:00,25.921001,-119.499405,100.76,113.24906713482518
2017-11-16 00:27:00,25.924028,-119.49924,90.54,113.21308849772524
2017-11-16 00:28:00,25.926908,-119.49898,91.3,113.1769974191668
2017-11-16 00:29:00,25.929909,-119.49869,80.71,113.14122784938449
2017-11-16 00:30:00,25.932833,-119.49846,85.75,113.10516711588744
2017-11-16 00:31:00,25.935768,-119.49832,75.79,113.06893939142695
2017-11-16 00:32:00,25.938692,-119.498215,69.61,113.03261414697728
2017-11-16 00:33:00,25.941662,-119.49809,77.93,112.99642931686505
2017-11-16 00:34:00,25.94464,-119.497925,75.41,112.96034618983762
2017-11-16 00:35:00,25.947542,-119.49768,61.92,112.92427028380985
2017-11-16 00:36:00,25.950508,-119.49742,73.77,112.8883625957364
2017-11-16 00:37:00,25.95343,-119.49719,67.47,112.85229759734433
2017-11-16 00:38:00,25.95644,-119.49704,62.04,112.81625096732259
2017-11-16 00:39:00,25.959415,-119.49693,62.8,112.78004505813348
2017-11-16 00:40:00,25.962378,-119.49681,49.68,112.74383472045065
2017-11-16 00:41:00,25.965336,-119.49664,60.28,112.70771952491131
2017-11-16 00:42:00,25.968298,-119.4964,55.23,112.67176098529548
2017-11-16 00:43:00,25.971222,-119.496124,41.99,112.63579759182898
2017-11-16 00:44:00,25.974224,-119.495895,42.62,112.59990107314924
2017-11-16 00:45:00,25.977167,-119.49573,40.86,112.56374331045932
2017-11-16 00:46:00,25.980152,-119.495605,41.99,112.52759046705955
2017-11-16 00:47:00,25.983067,-119.49547,35.31,112.49130951321101
2017-11-16 00:48:00,25.985973,-119.4953,37.2,112.45508343040169
2017-11-16 00:49:00,25.988909,-119.4951,36.57,112.41898480364601
2017-11-16 00:50:00,25.99181,-119.49484,29.13,112.3829385064851
2017-11-16 00:51:00,25.994791,-119.49461,25.22,112.3469993224955
2017-11-16 00:52:00,25.997707,-119.494446,26.1,112.31078186763546
2017-11-16 00:53:00,26.000698,-119.49434,26.61,112.27460161325591
2017-11-16 00:54:00,26.003624,-119.4942,25.22,112.23835469676794
2017-11-16 00:55:00,26.00663,-119.49402,21.44,112.20236301958481
2017-11-16 00:56:00,26.009586,-119.493774,20.05,112.16640438180966
2017-11-16 00:57:00,26.012552,-119.49353,17.78,112.13046283633429
2017-11-16 00:58:00,26.015533,-119.49335,17.02,112.09441784796365
2017-11-16 00:59:00,26.01851,-119.49321,16.52,112.0582796862982
2017-11-16 01:00:00,26.02146,-119.49307,15.38,112.02208394855026
2017-11-16 01:01:00,26.02442,-119.492905,14.38,111.98596243746786
2017-11-16 01:02:00,26.027426,-119.492676,13.49,111.95007444857812
2017-11-16 01:03:00,26.0304,-119.49245,12.61,111.91411187310557
2017-11-16 01:04:00,26.033358,-119.49225,11.48,111.87806016019489
2017-11-16 01:05:00,26.036333,-119.49208,10.84,111.84198121626305
2017-11-16 01:06:00,26.03929,-119.49193,10.21,111.80582156652382
2017-11-16 01:07:00,26.042303,-119.49176,9.46,111.76982365559697
2017-11-16 01:08:00,26.045254,-119.49158,9.21,111.73371469380136
2017-11-16 01:09:00,26.04821,-119.49136,8.7,111.69770103774808
2017-11-16 01:10:00,26.051176,-119.49115,8.45,111.66168754529359
2017-11-16 01:11:00,26.05413,-119.49095,7.82,111.62562730259289
2017-11-16 01:12:00,26.057112,-119.49075,7.44,111.58962676842218
2017-11-16 01:13:00,26.060099,-119.4906,7.06,111.55353109210793
2017-11-16 01:14:00,26.063087,-119.49045,6.81,111.51743754824119
2017-11-16 01:15:00,26.06609,-119.49025,6.56,111.48148179546796
2017-11-16 01:16:00,26.069092,-119.49005,6.43,111.44552391024729
2017-11-16 01:17:00,26.072083,-119.48984,5.8,111.40956372898026
2017-11-16 01:18:00,26.075054,-119.48964,5.67,111.37353973788709
2017-11-16 01:19:00,26.078054,-119.48947,5.42,111.33751410514274
2017-11-16 01:20:00,26.08104,-119.48929,5.42,111.30147977900963
2017-11-16 01:21:00,26.084036,-119.489075,5.04,111.26554084041821
2017-11-16 01:22:00,26.087032,-119.48891,4.92,111.22949609744576
2017-11-16 01:23:00,26.09003,-119.488754,4.79,111.19343657457974
2017-11-16 01:24:00,26.093023,-119.48859,4.92,111.15738331817715
2017-11-16 01:25:00,26.096025,-119.48837,4.67,111.12146775470887
2017-11-16 01:26:00,26.098991,-119.48816,4.67,111.08545426225442
2017-11-16 01:27:00,26.101978,-119.48796,4.67,111.0494643903212
2017-11-16 01:28:00,26.104994,-119.48778,4.29,111.0109305003673
2017-11-16 01:29:00,26.107977,-119.48761,4.41,110.9703735266465
2017-11-16 01:30:00,26.110954,-119.48743,4.29,110.929827374996
2017-11-16 01:31:00,26.11392,-119.48724,4.29,110.8892829917812
2017-11-16 01:32:00,26.11691,-119.487045,4.41,110.84879290922783
2017-11-16 01:33:00,26.119911,-119.48685,4.41,110.80832274467035
2017-11-16 01:34:00,26.122915,-119.48665,4.41,110.76786885550938
2017-11-16 01:35:00,26.125914,-119.486465,4.16,110.72737338306652
2017-11-16 01:36:00,26.12885,-119.48631,4.41,110.64606743268564
2017-11-16 01:37:00,26.131863,-119.48613,4.41,110.39657724091124
2017-11-16 01:38:00,26.134857,-119.48595,4.29,110.14734365133441
2017-11-16 01:39:00,26.137854,-119.48575,4.41,109.89815482424092
2017-11-16 01:40:00,26.140835,-119.485535,4.41,109.64924604217337
2017-11-16 01:41:00,26.143812,-119.48532,4.16,109.4003912816211
2017-11-16 01:42:00,26.146803,-119.48515,4.04,109.15115556887088
2017-11-16 01:43:00,26.149776,-119.484985,4.04,108.90214163328447
2017-11-16 01:44:00,26.152742,-119.48483,4.16,108.65317959603985
2017-11-16 01:45:00,26.155703,-119.484665,4.29,108.40432772499928
2017-11-16 01:46:00,26.158644,-119.48447,4.16,108.15587387946479
2017-11-16 01:47:00,26.161655,-119.48425,4.29,107.90658125568756
2017-11-16 01:48:00,26.164598,-119.484055,4.16,107.65810039939542
2017-11-16 01:49:00,26.167593,-119.48387,4.04,107.40887462409475
2017-11-16 01:50:00,26.17059,-119.48369,4.29,107.15960051838145
2017-11-16 01:51:00,26.173592,-119.483505,4.04,106.91028020542903
2017-11-16 01:52:00,26.17656,-119.48334,4.29,106.66133379673671
2017-11-16 01:53:00,26.179552,-119.48314,4.41,106.41221249653725
2017-11-16 01:54:00,26.182549,-119.48291,4.41,106.1631515873734
2017-11-16 01:55:00,26.185558,-119.48271,4.29,105.9138006957341
2017-11-16 01:56:00,26.188505,-119.482544,4.41,105.66514216392798
2017-11-16 01:57:00,26.191502,-119.48239,4.29,105.41575719600903
2017-11-16 01:58:00,26.19451,-119.48222,4.41,105.1662918918188
2017-11-16 01:59:00,26.197483,-119.482025,4.54,104.91740587416211
2017-11-16 02:00:00,26.200436,-119.48183,4.29,104.6687899640817
2017-11-16 02:01:00,26.203402,-119.48161,4.16,104.42010508235137
2017-11-16 02:02:00,26.206366,-119.48143,4.16,104.17127665413918
2017-11-16 02:03:00,26.20932,-119.48128,4.29,103.92245536178551
2017-11-16 02:04:00,26.21225,-119.481125,4.29,103.67397951817846
2017-11-16 02:05:00,26.215244,-119.48094,4.29,103.42476724825663
2017-11-16 02:06:00,26.218216,-119.48073,4.29,103.17595869494352
2017-11-16 02:07:00,26.221188,-119.480515,4.54,102.92717146128534
2017-11-16 02:08:00,26.224165,-119.4803,4.29,102.67831670073309
2017-11-16 02:09:00,26.227163,-119.48013,4.29,102.4289864503311
2017-11-16 02:10:00,26.230146,-119.479996,4.41,102.17970527909581
2017-11-16 02:11:00,26.233122,-119.47983,4.41,101.93065509130388
2017-11-16 02:12:00,26.236115,-119.479614,4.29,101.68158850862153
2017-11-16 02:13:00,26.23911,-119.479385,4.41,101.43255034628434
2017-11-16 02:14:00,26.242098,-119.47917,4.16,101.18354702656507
2017-11-16 02:15:00,26.245079,-119.47897,4.29,100.93457428553263
2017-11-16 02:16:00,26.248093,-119.478836,4.16,100.68487444755394
2017-11-16 02:17:00,26.2511,-119.47867,4.29,100.43540559301864
2017-11-16 02:18:00,26.254108,-119.4785,4.29,100.18594028882848
2017-11-16 02:19:00,26.25711,-119.47827,4.29,99.9368118527705
2017-11-16 02:20:00,26.260103,-119.47804,4.41,99.68780496512194
2017-11-16 02:21:00,26.263107,-119.47783,4.41,99.43856423968657
2017-11-16 02:22:00,26.266113,-119.47771,4.41,99.18891274970456
2017-11-16 02:23:00,26.269123,-119.477585,4.29,98.93922855786224
2017-11-16 02:24:00,26.272127,-119.4774,4.29,98.68988123415215
2017-11-16 02:25:00,26.275145,-119.47717,4.29,98.44053671203311
2017-11-16 02:26:00,26.27816,-119.47693,4.41,98.1912753453604
2017-11-16 02:27:00,26.28117,-119.4767,4.16,97.9420388662719
2017-11-16 02:28:00,26.284164,-119.47653,4.16,97.69276263738516
2017-11-16 02:29:00,26.28717,-119.476395,4.29,97.44317510636802
2017-11-16 02:30:00,26.290192,-119.47623,4.16,97.19349940721936
2017-11-16 02:31:00,26.293207,-119.47606,4.54,96.94393956537746
2017-11-16 02:32:00,26.296211,-119.475845,4.29,96.69472015959703
2017-11-16 02:33:00,26.299206,-119.47562,4.41,96.44566494153585
2017-11-16 02:34:00,26.302193,-119.4754,4.16,96.19669644685041
2017-11-16 02:35:00,26.305204,-119.475235,4.54,95.94716930686877
2017-11-16 02:36:00,26.308168,-119.47508,4.41,95.69823428038185
2017-11-16 02:37:00,26.31122,-119.47493,4.41,95.44808946090379
2017-11-16 02:38:00,26.314219,-119.47476,4.41,95.19874570512293
2017-11-16 02:39:00,26.31723,-119.47455,4.41,94.94941044203591
2017-11-16 02:40:00,26.320227,-119.47432,4.16,94.700349532872
2017-11-16 02:41:00,26.323221,-119.47409,4.41,94.45132913984462
2017-11-16 02:42:00,26.326237,-119.47391,4.29,94.20179843193378
2017-11-16 02:43:00,26.329208,-119.473755,4.04,93.9527688677951
2017-11-16 02:44:00,26.332165,-119.4736,4.41,93.70392837895989
2017-11-16 02:45:00,26.335167,-119.473434,4.29,93.45452705131873
2017-11-16 02:46:00,26.338144,-119.473206,4.16,93.20572772186928
2017-11-16 02:47:00,26.341152,-119.47298,4.41,92.95650119781442
2017-11-16 02:48:00,26.344137,-119.47279,4.16,92.70743179595691
2017-11-16 02:49:00,26.347198,-119.47264,4.29,92.45716542806947
2017-11-16 02:50:00,26.350222,-119.47252,4.29,92.20727084126871
2017-11-16 02:51:00,26.353203,-119.47237,4.41,91.95808490368688
2017-11-16 02:52:00,26.356186,-119.47215,4.29,91.70917043051664
2017-11-16 02:53:00,26.35917,-119.47189,4.29,91.46041300920714
2017-11-16 02:54:00,26.362164,-119.471634,4.29,91.21150347838548
2017-11-16 02:55:00,26.365154,-119.471436,4.16,90.96240066108172
2017-11-16 02:56:00,26.368126,-119.47131,4.04,90.71323393756555
2017-11-16 02:57:00,26.371084,-119.47119,4.41,90.46423070576694
2017-11-16 02:58:00,26.374043,-119.47102,4.16,90.21542716513898
2017-11-16 02:59:00,26.376999,-119.47081,4.41,89.96683469788695
2017-11-16 03:00:00,26.379986,-119.47055,4.29,89.71803676044101
2017-11-16 03:01:00,26.38295,-119.47031,4.16,89.4694641680881
2017-11-16 03:02:00,26.385925,-119.47014,4.16,89.220444541399
2017-11-16 03:03:00,26.3889,-119.47,4.04,88.97129699678021
2017-11-16 03:04:00,26.39184,-119.469864,4.04,88.7226050846962
2017-11-16 03:05:00,26.39482,-119.46973,4.29,88.4733644295974
2017-11-16 03:06:00,26.397823,-119.4695,4.16,88.22422248816063
2017-11-16 03:07:00,26.400837,-119.46922,4.16,87.97514518410624
2017-11-16 03:08:00,26.403826,-119.468994,4.04,87.72617526224906
2017-11-16 03:09:00,26.406792,-119.46881,4.16,87.4773368790031
2017-11-16 03:10:00,26.409824,-119.46869,4.29,87.22733424917183
2017-11-16 03:11:00,26.41283,-119.46857,4.29,86.97768275918983
2017-11-16 03:12:00,26.415815,-119.4684,4.04,86.72852807871251
2017-11-16 03:13:00,26.418787,-119.468185,4.16,86.45117489207493
2017-11-16 03:14:00,26.421839,-119.467926,4.16,86.08422827690356
2017-11-16 03:15:00,26.42487,-119.4677,4.16,85.71747940010161
2017-11-16 03:16:00,26.4279,-119.4675,4.29,85.35058686706047
2017-11-16 03:17:00,26.430931,-119.46736,4.16,84.98329910396711
2017-11-16 03:18:00,26.433952,-119.467224,4.16,84.61617890511815
2017-11-16 03:19:00,26.436974,-119.46706,4.04,84.24921489474752
2017-11-16 03:20:00,26.43998,-119.46684,4.16,83.8829099930351
2017-11-16 03:21:00,26.44299,-119.46663,4.16,83.5164653786368
2017-11-16 03:22:00,26.445932,-119.4664,4.04,83.15145596194846
2017-11-16 03:23:00,26.448957,-119.46619,4.16,82.78472240446553
2017-11-16 03:24:00,26.451967,-119.466034,4.29,82.41793941960523
2017-11-16 03:25:00,26.454964,-119.465866,4.29,82.05148204552081
2017-11-16 03:26:00,26.457962,-119.4657,4.04,81.68499287632486
2017-11-16 03:27:00,26.460976,-119.465485,4.16,81.31850254103563
2017-11-16 03:28:00,26.463999,-119.46527,4.04,80.95183883989563
2017-11-16 03:29:00,26.466972,-119.46509,4.16,80.5859189681826
2017-11-16 03:30:00,26.469887,-119.46495,4.04,80.22086569827638
2017-11-16 03:31:00,26.472898,-119.46477,4.16,79.85421383741573
2017-11-16 03:32:00,26.475845,-119.46457,4.16,79.48892012277592
2017-11-16 03:33:00,26.47887,-119.464325,4.16,79.1224058794813
2017-11-16 03:34:00,26.481815,-119.46414,4.04,78.757056698791
2017-11-16 03:35:00,26.484837,-119.463974,4.16,78.39010522065979
2017-11-16 03:36:00,26.487843,-119.46384,4.16,78.02326143265591
2017-11-16 03:37:00,26.490803,-119.463684,4.16,77.65744159141083
2017-11-16 03:38:00,26.493841,-119.4635,4.16,77.2902946974767
2017-11-16 03:39:00,26.496815,-119.46327,4.29,76.92466886887463
2017-11-16 03:40:00,26.49986,-119.46303,4.04,76.55773803753561
2017-11-16 03:41:00,26.502825,-119.462845,4.16,76.19200359939927
2017-11-16 03:42:00,26.505817,-119.46269,4.04,75.82556108012079
2017-11-16 03:43:00,26.508883,-119.462524,4.04,75.45776203560816
2017-11-16 03:44:00,26.511837,-119.46234,4.16,75.0922332229475
2017-11-16 03:45:00,26.51484,-119.46211,4.04,74.72604877104865
2017-11-16 03:46:00,26.517841,-119.461914,4.16,74.35968979682573
2017-11-16 03:47:00,26.520855,-119.461716,4.04,73.99309293750217
2017-11-16 03:48:00,26.523827,-119.46153,4.16,73.62722992537935
2017-11-16 03:49:00,26.52688,-119.46135,4.16,73.25976902388206
2017-11-16 03:50:00,26.529877,-119.46117,4.04,72.8933868432337
2017-11-16 03:51:00,26.532871,-119.46095,4.04,72.62998889760152
2017-11-16 03:52:00,26.535904,-119.46077,3.91,72.8165851719204
2017-11-16 03:53:00,26.538935,-119.46062,4.04,73.00331771469946
